Time (LCLG),Azimuth (deg),Elevation (deg),Range (km),EIRP (dBW),Xmtr Power (dBW),Xmtr Gain (dB),Xmtr EIRP Intensity (dBW/Sterad),Atmos Loss (dB),UrbanTerres Loss (dB),Rain Loss (dB),CloudsFog Loss (dB),TropoScintill Loss (dB),IonoFading Loss (dB),Freq. Doppler Shift (GHz),Tearth (K),Propagation Delay (sec),Propagation Distance (km),Rcvd. Iso. Power (dBW),C/N (dB),C/No (dB*MHz),Carrier Power at Rcvr Input (dBW),Rcvr Gain (dB),Eb/No (dB),Tatmos (K),TUrbanTerres (K),Train (K),TcloudsFog (K),TtropoScintill (K),TionoFading (K),
24/6/2020 12:19:56,269.538,14.155,1463.681967,-470.693,30,-500.6926,-481.684685,0.1398,0,0.0009,0.0011,0.2851,0.8109,0,0,0.005,1463.681967,-635.291,-482.8899,-467.838366,-609.877,25.4146,-479.8796,7.396,0,0.058,0.069,17.355,353.016,
24/6/2020 12:19:57,269.544,14.28,1457.217219,-469.635,30,-499.6355,-480.627576,0.1386,0,0.0009,0.0011,0.2822,0.8084,0,0,0.005,1457.217219,-634.189,-481.7766,-466.725133,-608.775,25.4146,-478.7663,7.335,0,0.057,0.068,17.182,352.096,
24/6/2020 12:19:58,269.55,14.405,1450.756056,-468.566,30,-498.5656,-479.557739,0.1375,0,0.0009,0.0011,0.2793,0.8059,0,0,0.005,1450.756056,-633.074,-480.6505,-465.598983,-607.66,25.4146,-477.6402,7.274,0,0.057,0.068,17.012,351.169,
24/6/2020 12:19:59,269.556,14.531,1444.298535,-467.483,30,-497.4829,-478.47504,0.1363,0,0.0009,0.0011,0.2764,0.8034,0,0,0.005,1444.298535,-631.946,-479.5113,-464.459781,-606.532,25.4146,-476.501,7.214,0,0.056,0.067,16.844,350.234,
24/6/2020 12:20:00,269.562,14.657,1437.844711,-466.387,30,-496.3872,-477.379342,0.1352,0,0.0009,0.0011,0.2736,0.8009,0,0,0.005,1437.844711,-630.805,-478.3589,-463.307381,-605.39,25.4146,-475.3486,7.155,0,0.055,0.066,16.678,349.292,
24/6/2020 12:20:01,269.568,14.785,1431.394642,-465.278,30,-495.2784,-476.270506,0.1341,0,0.0009,0.001,0.2708,0.7983,0,0,0.005,1431.394642,-629.651,-477.1931,-462.141582,-604.236,25.4146,-474.1828,7.096,0,0.055,0.066,16.514,348.337,
24/6/2020 12:20:02,269.574,14.914,1424.948385,-464.156,30,-494.1563,-475.148395,0.133,0,0.0009,0.001,0.2681,0.7957,0,0,0.005,1424.948385,-628.483,-476.0139,-460.962389,-603.068,25.4146,-473.0036,7.038,0,0.054,0.065,16.352,347.382,
24/6/2020 12:20:03,269.581,15.043,1418.506,-463.021,30,-493.0208,-474.012865,0.1319,0,0.0009,0.001,0.2654,0.7931,0,0,0.005,1418.506,-627.302,-474.8211,-459.76956,-601.887,25.4146,-471.8108,6.981,0,0.054,0.065,16.192,346.418,
24/6/2020 12:20:04,269.587,15.174,1412.067546,-461.872,30,-491.8717,-472.863774,0.1308,0,0.0008,0.001,0.2627,0.7905,0,0,0.005,1412.067546,-626.107,-473.6145,-458.562977,-600.692,25.4146,-470.6042,6.924,0,0.053,0.064,16.033,345.448,
24/6/2020 12:20:05,269.593,15.305,1405.633085,-460.709,30,-490.7089,-471.700978,0.1297,0,0.0008,0.001,0.2601,0.7879,0,0,0.005,1405.633085,-624.898,-472.394,-457.342479,-599.483,25.4146,-469.3837,6.867,0,0.053,0.064,15.877,344.47,
24/6/2020 12:20:06,269.6,15.437,1399.20268,-459.532,30,-489.5322,-470.52433,0.1287,0,0.0008,0.001,0.2575,0.7853,0,0,0.005,1399.20268,-623.675,-471.1594,-456.107913,-598.26,25.4146,-468.1491,6.812,0,0.052,0.063,15.722,343.485,
24/6/2020 12:20:07,269.606,15.57,1392.776392,-458.342,30,-488.3416,-469.333682,0.1276,0,0.0008,0.001,0.2549,0.7827,0,0,0.005,1392.776392,-622.438,-469.9106,-454.859148,-597.024,25.4146,-466.9003,6.756,0,0.052,0.063,15.569,342.493,
24/6/2020 12:20:08,269.612,15.704,1386.354287,-457.137,30,-487.1368,-468.128884,0.1266,0,0.0008,0.001,0.2523,0.78,0,0,0.005,1386.354287,-621.187,-468.6475,-453.596016,-595.772,25.4146,-465.6372,6.701,0,0.051,0.062,15.417,341.494,
24/6/2020 12:20:09,269.619,15.839,1379.93643,-455.918,30,-485.9177,-466.909785,0.1255,0,0.0008,0.001,0.2498,0.7773,0,0,0.005,1379.93643,-619.921,-467.3699,-452.31839,-594.507,25.4146,-464.3596,6.647,0,0.051,0.062,15.268,340.489,
24/6/2020 12:20:10,269.626,15.975,1373.522888,-454.684,30,-484.6841,-465.676232,0.1245,0,0.0008,0.001,0.2473,0.7747,0,0,0.005,1373.522888,-618.641,-466.0779,-451.026374,-593.227,25.4146,-463.0676,6.593,0,0.05,0.061,15.12,339.5,
24/6/2020 12:20:11,269.632,16.112,1367.113729,-453.436,30,-483.436,-464.42807,0.1235,0,0.0008,0.001,0.2448,0.772,0,0,0.005,1367.113729,-617.346,-464.7707,-449.719247,-591.932,25.4146,-461.7604,6.54,0,0.049,0.061,14.973,338.482,
24/6/2020 12:20:12,269.639,16.251,1360.709021,-452.173,30,-482.173,-463.165142,0.1225,0,0.0008,0.001,0.2424,0.7693,0,0,0.005,1360.709021,-616.036,-463.4486,-448.397128,-590.622,25.4146,-460.4383,6.487,0,0.049,0.06,14.829,337.455,
24/6/2020 12:20:13,269.646,16.39,1354.308834,-450.895,30,-480.8952,-461.887289,0.1215,0,0.0008,0.0009,0.24,0.7666,0,0,0.005,1354.308834,-614.711,-462.1114,-447.05987,-589.297,25.4146,-459.1011,6.435,0,0.048,0.06,14.685,336.423,
24/6/2020 12:20:14,269.652,16.53,1347.913241,-449.602,30,-479.6023,-460.594352,0.1205,0,0.0008,0.0009,0.2376,0.7639,0,0,0.004,1347.913241,-613.371,-460.7588,-445.707296,-587.957,25.4146,-457.7485,6.383,0,0.048,0.059,14.544,335.383,
24/6/2020 12:20:15,269.659,16.671,1341.522314,-448.294,30,-478.2941,-459.286168,0.1195,0,0.0008,0.0009,0.2353,0.7611,0,0,0.004,1341.522314,-612.016,-459.3908,-444.339268,-586.601,25.4146,-456.3805,6.332,0,0.047,0.059,14.404,334.338,
24/6/2020 12:20:16,269.666,16.813,1335.136127,-446.97,30,-476.9705,-457.962573,0.1186,0,0.0007,0.0009,0.2329,0.7583,0,0,0.004,1335.136127,-610.645,-458.0071,-442.955589,-585.23,25.4146,-454.9968,6.281,0,0.047,0.058,14.265,333.285,
24/6/2020 12:20:17,269.673,16.956,1328.754755,-445.631,30,-475.6313,-456.623401,0.1176,0,0.0007,0.0009,0.2306,0.7556,0,0,0.004,1328.754755,-609.258,-456.6076,-441.556124,-583.843,25.4146,-453.5973,6.231,0,0.046,0.058,14.128,332.227,
24/6/2020 12:20:18,269.68,17.101,1322.378275,-444.276,30,-474.2764,-455.268486,0.1167,0,0.0007,0.0009,0.2284,0.7528,0,0,0.004,1322.378275,-607.855,-455.1922,-440.14068,-582.44,25.4146,-452.1819,6.181,0,0.046,0.057,13.993,331.163,
24/6/2020 12:20:19,269.687,17.246,1316.006765,-442.906,30,-472.9056,-453.897656,0.1157,0,0.0007,0.0009,0.2261,0.75,0,0,0.004,1316.006765,-606.436,-453.7606,-438.709103,-581.022,25.4146,-450.7503,6.132,0,0.045,0.057,13.858,330.092,
24/6/2020 12:20:20,269.694,17.393,1309.640305,-441.519,30,-471.5186,-452.510742,0.1148,0,0.0007,0.0009,0.2239,0.7472,0,0,0.004,1309.640305,-605.001,-452.3127,-437.26119,-579.587,25.4146,-449.3024,6.083,0,0.045,0.056,13.726,329.014,
24/6/2020 12:20:21,269.701,17.541,1303.278976,-440.115,30,-470.1155,-451.10757,0.1139,0,0.0007,0.0009,0.2217,0.7443,0,0,0.004,1303.278976,-603.55,-450.8483,-435.796798,-578.135,25.4146,-447.838,6.034,0,0.044,0.056,13.594,327.931,
24/6/2020 12:20:22,269.708,17.69,1296.922861,-438.696,30,-468.6959,-449.687965,0.113,0,0.0007,0.0009,0.2195,0.7415,0,0,0.004,1296.922861,-602.082,-449.3672,-434.315742,-576.667,25.4146,-446.3569,5.986,0,0.044,0.055,13.464,326.842,
24/6/2020 12:20:23,269.715,17.84,1290.572043,-437.26,30,-467.2597,-448.25175,0.1121,0,0.0007,0.0009,0.2174,0.7387,0,0,0.004,1290.572043,-600.597,-447.8693,-432.817832,-575.182,25.4146,-444.859,5.938,0,0.043,0.055,13.336,325.746,
24/6/2020 12:20:24,269.723,17.991,1284.226607,-435.807,30,-465.8066,-446.798746,0.1112,0,0.0007,0.0009,0.2153,0.7358,0,0,0.004,1284.226607,-599.095,-446.3544,-431.302892,-573.681,25.4146,-443.3441,5.891,0,0.043,0.055,13.209,324.643,
24/6/2020 12:20:25,269.73,18.144,1277.886642,-434.337,30,-464.3367,-445.328772,0.1103,0,0.0007,0.0009,0.2132,0.7329,0,0,0.004,1277.886642,-597.576,-444.8223,-429.770751,-572.162,25.4146,-441.812,5.844,0,0.042,0.054,13.083,323.536,
24/6/2020 12:20:26,269.738,18.297,1271.552236,-432.85,30,-462.8495,-443.841647,0.1094,0,0.0007,0.0009,0.2111,0.7301,0,0,0.004,1271.552236,-596.04,-443.2727,-428.221226,-570.626,25.4146,-440.2624,5.798,0,0.042,0.054,12.958,322.423,
24/6/2020 12:20:27,269.745,18.452,1265.223479,-431.345,30,-461.3451,-442.337185,0.1085,0,0.0007,0.0008,0.209,0.7272,0,0,0.004,1265.223479,-594.487,-441.7056,-426.654113,-569.072,25.4146,-438.6953,5.752,0,0.041,0.053,12.835,321.304,
24/6/2020 12:20:28,269.753,18.608,1258.900464,-429.823,30,-459.8231,-440.8152,0.1076,0,0.0006,0.0008,0.207,0.7243,0,0,0.004,1258.900464,-592.915,-440.1207,-425.06923,-567.501,25.4146,-437.1104,5.706,0,0.041,0.053,12.713,320.179,
24/6/2020 12:20:29,269.76,18.766,1252.583285,-428.283,30,-458.2834,-439.275504,0.1068,0,0.0006,0.0008,0.205,0.7213,0,0,0.004,1252.583285,-591.326,-438.5179,-423.466399,-565.911,25.4146,-435.5076,5.661,0,0.04,0.052,12.592,319.048,
24/6/2020 12:20:30,269.768,18.925,1246.272037,-426.726,30,-456.7258,-437.717907,0.1059,0,0.0006,0.0008,0.203,0.7184,0,0,0.004,1246.272037,-589.719,-436.8969,-421.845424,-564.304,25.4146,-433.8866,5.616,0,0.04,0.052,12.472,317.912,
24/6/2020 12:20:31,269.776,19.085,1239.966817,-425.15,30,-455.1501,-436.142216,0.1051,0,0.0006,0.0008,0.201,0.7155,0,0,0.004,1239.966817,-588.093,-435.2576,-420.206097,-562.679,25.4146,-432.2473,5.571,0,0.039,0.052,12.354,316.77,
24/6/2020 12:20:32,269.783,19.246,1233.667726,-423.556,30,-453.5561,-434.548238,0.1042,0,0.0006,0.0008,0.199,0.7126,0,0,0.004,1233.667726,-586.449,-433.5997,-418.548243,-561.035,25.4146,-430.5894,5.527,0,0.039,0.051,12.237,315.623,
24/6/2020 12:20:33,269.791,19.409,1227.374864,-421.944,30,-451.9437,-432.935777,0.1034,0,0.0006,0.0008,0.1971,0.7096,0,0,0.004,1227.374864,-584.787,-431.9232,-416.87166,-559.372,25.4146,-428.9129,5.484,0,0.038,0.051,12.121,314.471,
24/6/2020 12:20:34,269.799,19.573,1221.088335,-420.313,30,-450.3125,-431.304635,0.1026,0,0.0006,0.0008,0.1952,0.7066,0,0,0.004,1221.088335,-583.105,-430.2276,-415.176137,-557.691,25.4146,-427.2173,5.44,0,0.038,0.05,12.006,313.313,
24/6/2020 12:20:35,269.807,19.739,1214.808244,-418.663,30,-448.6625,-429.654612,0.1018,0,0.0006,0.0008,0.1933,0.7037,0,0,0.004,1214.808244,-581.405,-428.513,-413.461486,-555.99,25.4146,-425.5027,5.397,0,0.037,0.05,11.892,312.151,
24/6/2020 12:20:36,269.815,19.906,1208.534699,-416.993,30,-446.9934,-427.985508,0.101,0,0.0006,0.0008,0.1914,0.7007,0,0,0.004,1208.534699,-579.685,-426.779,-411.727498,-554.27,25.4146,-423.7687,5.355,0,0.036,0.05,11.779,310.983,
24/6/2020 12:20:37,269.823,20.074,1202.267808,-415.305,30,-445.305,-426.297119,0.1002,0,0.0006,0.0008,0.1896,0.6977,0,0,0.004,1202.267808,-577.946,-425.0255,-409.97397,-552.531,25.4146,-422.0152,5.312,0,0.036,0.049,11.668,309.809,
24/6/2020 12:20:38,269.832,20.244,1196.007683,-413.597,30,-443.5971,-424.589239,0.0994,0,0.0006,0.0008,0.1878,0.6947,0,0,0.004,1196.007683,-576.187,-423.2522,-408.200692,-550.772,25.4146,-420.2419,5.27,0,0.035,0.049,11.557,308.631,
24/6/2020 12:20:39,269.84,20.415,1189.754438,-411.87,30,-441.8696,-422.861663,0.0986,0,0.0006,0.0008,0.1859,0.6917,0,0,0.004,1189.754438,-574.408,-421.459,-406.407468,-548.994,25.4146,-418.4487,5.229,0,0.035,0.048,11.448,307.448,
24/6/2020 12:20:40,269.848,20.588,1183.508189,-410.122,30,-440.1221,-421.114181,0.0978,0,0.0005,0.0008,0.1841,0.6887,0,0,0.004,1183.508189,-572.609,-419.6456,-404.594075,-547.195,25.4146,-416.6353,5.188,0,0.034,0.048,11.34,306.26,
24/6/2020 12:20:41,269.857,20.762,1177.269054,-408.354,30,-438.3545,-419.346582,0.097,0,0.0005,0.0008,0.1824,0.6857,0,0,0.004,1177.269054,-570.79,-417.8118,-402.76031,-545.376,25.4146,-414.8015,5.147,0,0.034,0.048,11.232,305.067,
24/6/2020 12:20:42,269.865,20.938,1171.037153,-406.567,30,-436.5666,-417.558656,0.0963,0,0.0005,0.0008,0.1806,0.6826,0,0,0.004,1171.037153,-568.951,-415.9575,-400.905951,-543.536,25.4146,-412.9472,5.106,0,0.033,0.047,11.126,303.87,
24/6/2020 12:20:43,269.874,21.115,1164.812611,-404.758,30,-434.7581,-415.750187,0.0955,0,0.0005,0.0007,0.1789,0.6796,0,0,0.004,1164.812611,-567.09,-414.0823,-399.030798,-541.676,25.4146,-411.072,5.066,0,0.033,0.047,11.021,302.668,
24/6/2020 12:20:44,269.883,21.294,1158.595551,-402.929,30,-432.9289,-413.920961,0.0947,0,0.0005,0.0007,0.1771,0.6766,0,0,0.004,1158.595551,-565.209,-412.1861,-397.134622,-539.795,25.4146,-409.1758,5.026,0,0.032,0.046,10.917,301.462,
24/6/2020 12:20:45,269.891,21.475,1152.386103,-401.079,30,-431.0787,-412.07076,0.094,0,0.0005,0.0007,0.1754,0.6735,0,0,0.004,1152.386103,-563.307,-410.2687,-395.217204,-537.892,25.4146,-407.2584,4.986,0,0.032,0.046,10.814,300.25,
24/6/2020 12:20:46,269.9,21.657,1146.184396,-399.207,30,-429.2073,-410.199365,0.0932,0,0.0005,0.0007,0.1737,0.6704,0,0,0.004,1146.184396,-561.383,-408.3298,-393.278333,-535.968,25.4146,-405.3195,4.947,0,0.031,0.046,10.712,299.035,
24/6/2020 12:20:47,269.909,21.841,1139.990564,-397.314,30,-427.3145,-408.306557,0.0925,0,0.0005,0.0007,0.1721,0.6674,0,0,0.004,1139.990564,-559.438,-406.3693,-391.317778,-534.023,25.4146,-403.359,4.908,0,0.031,0.045,10.61,297.815,
24/6/2020 12:20:48,269.918,22.026,1133.804743,-395.4,30,-425.4,-406.392112,0.0918,0,0.0005,0.0007,0.1704,0.6643,0,0,0.004,1133.804743,-557.47,-404.3868,-389.335324,-532.056,25.4146,-401.3765,4.869,0,0.031,0.045,10.51,296.591,
24/6/2020 12:20:49,269.927,22.213,1127.627071,-393.464,30,-423.4637,-404.455809,0.091,0,0.0005,0.0007,0.1688,0.6612,0,0,0.004,1127.627071,-555.481,-402.3823,-387.330751,-530.067,25.4146,-399.372,4.831,0,0.03,0.045,10.411,295.363,
24/6/2020 12:20:50,269.937,22.402,1121.45769,-391.505,30,-421.5053,-402.497422,0.0903,0,0.0005,0.0007,0.1671,0.6581,0,0,0.004,1121.45769,-553.47,-400.3553,-385.303825,-528.055,25.4146,-397.345,4.793,0,0.03,0.044,10.313,294.131,
24/6/2020 12:20:51,269.946,22.593,1115.296744,-389.525,30,-419.5246,-400.516724,0.0896,0,0.0005,0.0007,0.1655,0.6551,0,0,0.004,1115.296744,-551.436,-398.3058,-383.254325,-526.021,25.4146,-395.2955,4.755,0,0.029,0.044,10.215,292.896,
24/6/2020 12:20:52,269.956,22.786,1109.144381,-387.521,30,-417.5214,-398.51349,0.0889,0,0.0005,0.0007,0.1639,0.652,0,0,0.004,1109.144381,-549.379,-396.2338,-381.182257,-523.965,25.4146,-393.2235,4.718,0,0.029,0.044,10.119,291.673,
24/6/2020 12:20:53,269.965,22.98,1103.000752,-385.495,30,-415.4954,-396.48749,0.0882,0,0.0004,0.0007,0.1624,0.6489,0,0,0.004,1103.000752,-547.299,-394.1384,-379.086917,-521.885,25.4146,-391.1281,4.68,0,0.028,0.043,10.023,290.43,
24/6/2020 12:20:54,269.975,23.176,1096.866008,-383.446,30,-413.4464,-394.438494,0.0875,0,0.0004,0.0007,0.1608,0.6458,0,0,0.004,1096.866008,-545.197,-392.0198,-376.968294,-519.782,25.4146,-389.0095,4.643,0,0.028,0.043,9.928,289.181,
24/6/2020 12:20:55,269.984,23.374,1090.740308,-381.374,30,-411.3742,-392.366272,0.0868,0,0.0004,0.0007,0.1592,0.6427,0,0,0.004,1090.740308,-543.07,-389.8777,-374.826194,-517.656,25.4146,-386.8674,4.607,0,0.027,0.043,9.834,287.931,
24/6/2020 12:20:56,269.994,23.574,1084.623811,-379.278,30,-409.2785,-390.270592,0.0861,0,0.0004,0.0007,0.1577,0.6396,0,0,0.004,1084.623811,-540.921,-387.7119,-372.660365,-515.506,25.4146,-384.7016,4.571,0,0.027,0.042,9.741,286.677,
24/6/2020 12:20:57,270.004,23.776,1078.516681,-377.159,30,-407.1591,-388.151221,0.0854,0,0.0004,0.0007,0.1562,0.6364,0,0,0.004,1078.516681,-538.747,-385.5221,-370.470567,-513.332,25.4146,-382.5118,4.535,0,0.026,0.042,9.649,285.418,
24/6/2020 12:20:58,270.014,23.98,1072.419084,-375.016,30,-405.0158,-386.007926,0.0847,0,0.0004,0.0007,0.1547,0.6333,0,0,0.004,1072.419084,-536.549,-383.3081,-368.256571,-511.134,25.4146,-380.2978,4.499,0,0.026,0.042,9.558,284.157,
24/6/2020 12:20:59,270.025,24.185,1066.331191,-372.848,30,-402.8484,-383.840473,0.0841,0,0.0004,0.0007,0.1532,0.6302,0,0,0.004,1066.331191,-534.327,-381.0696,-366.018144,-508.912,25.4146,-378.0593,4.463,0,0.025,0.041,9.468,282.892,
24/6/2020 12:21:00,270.035,24.393,1060.253175,-370.657,30,-400.6565,-381.648627,0.0834,0,0.0004,0.0007,0.1517,0.6271,0,0,0.004,1060.253175,-532.08,-378.8066,-363.755069,-506.665,25.4146,-375.7963,4.428,0,0.025,0.041,9.378,281.625,
24/6/2020 12:21:01,270.045,24.603,1054.185215,-368.44,30,-398.4401,-379.432152,0.0827,0,0.0004,0.0006,0.1503,0.6239,0,0,0.004,1054.185215,-529.808,-376.5186,-361.46708,-504.394,25.4146,-373.5083,4.393,0,0.024,0.041,9.289,280.353,
24/6/2020 12:21:02,270.056,24.815,1048.127491,-366.199,30,-396.1987,-377.190814,0.0821,0,0.0004,0.0006,0.1488,0.6208,0,0,0.003,1048.127491,-527.512,-374.2055,-359.153961,-502.097,25.4146,-371.1952,4.358,0,0.024,0.04,9.201,279.08,
24/6/2020 12:21:03,270.067,25.029,1042.080188,-363.932,30,-393.9323,-374.924377,0.0814,0,0.0004,0.0006,0.1474,0.6176,0,0,0.003,1042.080188,-525.19,-371.867,-356.815464,-499.775,25.4146,-368.8567,4.324,0,0.023,0.04,9.114,277.803,
24/6/2020 12:21:04,270.077,25.245,1036.043496,-361.641,30,-391.6405,-372.632604,0.0808,0,0.0004,0.0006,0.146,0.6145,0,0,0.003,1036.043496,-522.842,-369.5029,-354.451377,-497.428,25.4146,-366.4926,4.29,0,0.023,0.04,9.028,276.523,
24/6/2020 12:21:05,270.088,25.464,1030.017609,-359.323,30,-389.3232,-370.315261,0.0801,0,0.0004,0.0006,0.1446,0.6113,0,0,0.003,1030.017609,-520.469,-367.1129,-352.061439,-495.054,25.4146,-364.1026,4.256,0,0.023,0.039,8.942,275.241,
24/6/2020 12:21:06,270.099,25.684,1024.002722,-356.98,30,-386.98,-367.972111,0.0795,0,0.0004,0.0006,0.1432,0.6082,0,0,0.003,1024.002722,-518.07,-364.6969,-349.645421,-492.655,25.4146,-361.6866,4.222,0,0.023,0.039,8.857,273.955,
24/6/2020 12:21:07,270.111,25.907,1017.999039,-354.611,30,-384.6108,-365.60292,0.0789,0,0.0004,0.0006,0.1418,0.605,0,0,0.003,1017.999039,-515.644,-362.2546,-347.20311,-490.23,25.4146,-359.2443,4.189,0,0.023,0.039,8.773,272.669,
24/6/2020 12:21:08,270.122,26.132,1012.006764,-352.215,30,-382.2154,-363.207454,0.0782,0,0.0004,0.0006,0.1404,0.6019,0,0,0.003,1012.006764,-513.193,-359.7857,-344.734226,-487.778,25.4146,-356.7754,4.156,0,0.022,0.038,8.69,271.378,
24/6/2020 12:21:09,270.134,26.359,1006.02611,-349.793,30,-379.7934,-360.785479,0.0776,0,0.0004,0.0006,0.1391,0.5987,0,0,0.003,1006.02611,-510.714,-357.2901,-342.238583,-485.299,25.4146,-354.2798,4.123,0,0.022,0.038,8.607,270.087,
24/6/2020 12:21:10,270.145,26.589,1000.057289,-347.345,30,-377.3447,-358.336762,0.077,0,0.0004,0.0006,0.1377,0.5955,0,0,0.003,1000.057289,-508.208,-354.7674,-339.715928,-482.794,25.4146,-351.7571,4.09,0,0.022,0.038,8.526,268.793,
24/6/2020 12:21:11,270.157,26.821,994.100523,-344.869,30,-374.869,-355.861072,0.0764,0,0.0003,0.0006,0.1364,0.5924,0,0,0.003,994.100523,-505.676,-352.2175,-337.16602,-480.261,25.4146,-349.2072,4.058,0,0.022,0.037,8.444,267.497,
24/6/2020 12:21:12,270.169,27.056,988.156036,-342.366,30,-372.3661,-353.35818,0.0758,0,0.0003,0.0006,0.1351,0.5892,0,0,0.003,988.156036,-503.116,-349.6402,-334.588652,-477.701,25.4146,-346.6299,4.026,0,0.022,0.037,8.364,266.199,
24/6/2020 12:21:13,270.181,27.293,982.224058,-339.836,30,-369.8358,-350.827856,0.0752,0,0.0003,0.0006,0.1338,0.5861,0,0,0.003,982.224058,-500.528,-347.0351,-331.98356,-475.113,25.4146,-344.0248,3.994,0,0.022,0.037,8.285,264.897,
24/6/2020 12:21:14,270.193,27.533,976.304822,-337.278,30,-367.2778,-348.269876,0.0746,0,0.0003,0.0006,0.1325,0.5829,0,0,0.003,976.304822,-497.912,-344.4021,-329.350568,-472.498,25.4146,-341.3918,3.962,0,0.021,0.037,8.206,263.596,
24/6/2020 12:21:15,270.206,27.775,970.39857,-334.692,30,-364.6919,-345.684014,0.074,0,0.0003,0.0006,0.1312,0.5797,0,0,0.003,970.39857,-495.269,-341.7409,-326.689426,-469.854,25.4146,-338.7306,3.93,0,0.021,0.036,8.127,262.293,
24/6/2020 12:21:16,270.218,28.02,964.505545,-332.078,30,-362.078,-343.07005,0.0734,0,0.0003,0.0006,0.1299,0.5766,0,0,0.003,964.505545,-492.597,-339.0514,-323.999912,-467.182,25.4146,-336.0411,3.899,0,0.021,0.036,8.05,260.988,
24/6/2020 12:21:17,270.231,28.267,958.625998,-329.436,30,-359.4357,-340.427764,0.0728,0,0.0003,0.0006,0.1287,0.5734,0,0,0.003,958.625998,-489.896,-336.3333,-321.281819,-464.482,25.4146,-333.323,3.868,0,0.021,0.036,7.973,259.681,
24/6/2020 12:21:18,270.244,28.517,952.760185,-326.765,30,-356.7648,-337.756941,0.0722,0,0.0003,0.0006,0.1274,0.5702,0,0,0.003,952.760185,-487.167,-333.5864,-318.53493,-461.753,25.4146,-330.5761,3.838,0,0.021,0.035,7.897,258.374,
24/6/2020 12:21:19,270.257,28.77,946.908368,-324.065,30,-354.0653,-335.05737,0.0716,0,0.0003,0.0006,0.1262,0.5671,0,0,0.003,946.908368,-484.409,-330.8105,-315.75903,-458.995,25.4146,-327.8002,3.807,0,0.021,0.035,7.822,257.065,
24/6/2020 12:21:20,270.271,29.026,941.070815,-321.337,30,-351.3367,-332.328841,0.0711,0,0.0003,0.0006,0.125,0.5639,0,0,0.003,941.070815,-481.622,-328.0055,-312.953993,-456.207,25.4146,-324.9952,3.777,0,0.021,0.035,7.747,255.761,
24/6/2020 12:21:21,270.284,29.284,935.247798,-318.579,30,-348.5791,-329.571151,0.0705,0,0.0003,0.0005,0.1237,0.5608,0,0,0.003,935.247798,-478.805,-325.171,-310.119453,-453.391,25.4146,-322.1607,3.747,0,0.02,0.035,7.673,254.45,
24/6/2020 12:21:22,270.298,29.545,929.439599,-315.792,30,-345.792,-326.7841,0.0699,0,0.0003,0.0005,0.1225,0.5576,0,0,0.003,929.439599,-475.959,-322.3068,-307.255298,-450.545,25.4146,-319.2965,3.717,0,0.02,0.034,7.6,253.138,
24/6/2020 12:21:23,270.312,29.809,923.646502,-312.975,30,-342.9754,-323.967493,0.0694,0,0.0003,0.0005,0.1214,0.5545,0,0,0.003,923.646502,-473.084,-319.4128,-304.361336,-447.669,25.4146,-316.4025,3.687,0,0.02,0.034,7.527,251.826,
24/6/2020 12:21:24,270.326,30.076,917.8688,-310.129,30,-340.129,-321.121142,0.0688,0,0.0003,0.0005,0.1202,0.5513,0,0,0.003,917.8688,-470.178,-316.4889,-301.437373,-444.763,25.4146,-313.4786,3.658,0,0.02,0.034,7.455,250.512,
24/6/2020 12:21:25,270.341,30.346,912.106791,-307.253,30,-337.2528,-318.244863,0.0683,0,0.0003,0.0005,0.119,0.5481,0,0,0.003,912.106791,-467.242,-313.5347,-298.48323,-441.827,25.4146,-310.5244,3.629,0,0.02,0.033,7.384,249.198,
24/6/2020 12:21:26,270.355,30.62,906.360783,-304.346,30,-334.3464,-315.338479,0.0677,0,0.0003,0.0005,0.1179,0.545,0,0,0.003,906.360783,-464.276,-310.5502,-295.498749,-438.861,25.4146,-307.5399,3.6,0,0.02,0.033,7.313,247.885,
24/6/2020 12:21:27,270.37,30.896,900.631086,-301.41,30,-331.4097,-312.401821,0.0672,0,0.0003,0.0005,0.1167,0.5418,0,0,0.003,900.631086,-461.279,-307.5353,-292.48376,-435.865,25.4146,-304.525,3.571,0,0.02,0.033,7.243,246.571,
24/6/2020 12:21:28,270.385,31.175,894.918021,-298.443,30,-328.4426,-309.434725,0.0666,0,0.0003,0.0005,0.1156,0.5387,0,0,0.003,894.918021,-458.252,-304.4896,-289.438081,-432.837,25.4146,-301.4793,3.542,0,0.019,0.033,7.173,245.257,
24/6/2020 12:21:29,270.4,31.458,889.221915,-295.445,30,-325.4449,-306.437037,0.0661,0,0.0003,0.0005,0.1145,0.5356,0,0,0.003,889.221915,-455.194,-301.4131,-286.361566,-429.779,25.4146,-298.4028,3.514,0,0.019,0.032,7.104,243.943,
24/6/2020 12:21:30,270.416,31.744,883.543102,-292.417,30,-322.4165,-303.408611,0.0656,0,0.0003,0.0005,0.1133,0.5324,0,0,0.003,883.543102,-452.105,-298.3056,-283.254089,-426.691,25.4146,-295.2953,3.486,0,0.019,0.032,7.036,242.629,
24/6/2020 12:21:31,270.432,32.033,877.881923,-289.357,30,-319.3572,-300.349309,0.065,0,0.0003,0.0005,0.1122,0.5293,0,0,0.003,877.881923,-448.985,-295.167,-280.115498,-423.571,25.4146,-292.1567,3.458,0,0.019,0.032,6.969,241.315,
