Time (LCLG),Azimuth (deg),Elevation (deg),Range (km),EIRP (dBW),Xmtr Power (dBW),Xmtr Gain (dB),Xmtr EIRP Intensity (dBW/Sterad),Atmos Loss (dB),UrbanTerres Loss (dB),Rain Loss (dB),CloudsFog Loss (dB),TropoScintill Loss (dB),IonoFading Loss (dB),Freq. Doppler Shift (GHz),Tearth (K),Propagation Delay (sec),Propagation Distance (km),Rcvd. Iso. Power (dBW),C/N (dB),C/No (dB*MHz),Carrier Power at Rcvr Input (dBW),Rcvr Gain (dB),Eb/No (dB),Tatmos (K),TUrbanTerres (K),Train (K),TcloudsFog (K),TtropoScintill (K),TionoFading (K),
24/6/2020 14:03:01,214.116,61.577,568.582516,-31.828,30,-61.8281,-42.820203,0.0392,0,0.0002,0.0003,0.061,0.4106,0,0,0.002,568.582516,-187.487,-32.8626,-17.811065,-162.073,25.4145,-29.8523,2.09,0,0.013,0.019,3.808,190.44,
24/6/2020 14:03:02,212.678,61.801,567.490601,-30.455,30,-60.4551,-41.447161,0.0392,0,0.0002,0.0003,0.0608,0.41,0,0,0.002,567.490601,-186.097,-31.4669,-16.4154,-160.682,25.4145,-28.4566,2.086,0,0.013,0.019,3.799,190.14,
24/6/2020 14:03:03,211.214,62.01,566.481544,-29.182,30,-59.1819,-40.174038,0.0391,0,0.0002,0.0003,0.0607,0.4095,0,0,0.002,566.481544,-184.807,-30.1729,-15.121422,-159.393,25.4145,-27.1626,2.082,0,0.013,0.019,3.79,189.866,
24/6/2020 14:03:04,209.726,62.204,565.555787,-28.01,30,-58.0103,-39.002391,0.039,0,0.0002,0.0003,0.0605,0.409,0,0,0.002,565.555787,-183.621,-28.9822,-13.930692,-158.206,25.4145,-25.9719,2.078,0,0.013,0.019,3.782,189.618,
24/6/2020 14:03:05,208.214,62.382,564.713741,-26.942,30,-56.9416,-37.933665,0.0389,0,0.0002,0.0003,0.0604,0.4086,0,0,0.002,564.713741,-182.539,-27.8962,-12.844676,-157.124,25.4145,-24.8859,2.075,0,0.013,0.019,3.774,189.396,
24/6/2020 14:03:06,206.68,62.543,563.955784,-25.977,30,-55.9771,-36.96919,0.0389,0,0.0002,0.0003,0.0603,0.4083,0,0,0.002,563.955784,-181.562,-26.9162,-11.864725,-156.148,25.4145,-23.9059,2.072,0,0.013,0.019,3.768,189.202,
24/6/2020 14:03:07,205.127,62.687,563.282254,-25.118,30,-55.1181,-36.110173,0.0388,0,0.0002,0.0003,0.0602,0.408,0,0,0.002,563.282254,-180.692,-26.0436,-10.992055,-155.278,25.4145,-23.0333,2.069,0,0.013,0.019,3.762,189.034,
24/6/2020 14:03:08,203.556,62.814,562.693455,-24.366,30,-54.3656,-35.357695,0.0388,0,0.0002,0.0003,0.0601,0.4078,0,0,0.002,562.693455,-179.93,-25.2792,-10.227744,-154.516,25.4145,-22.2689,2.067,0,0.012,0.019,3.757,188.892,
24/6/2020 14:03:09,201.97,62.923,562.189655,-23.721,30,-53.7206,-34.712712,0.0388,0,0.0002,0.0003,0.0601,0.4077,0,0,0.002,562.189655,-179.277,-24.6243,-9.572781,-153.863,25.4144,-21.614,2.065,0,0.012,0.019,3.752,188.779,
24/6/2020 14:03:10,200.369,63.014,561.771083,-23.184,30,-53.1839,-34.176043,0.0387,0,0.0002,0.0003,0.06,0.4076,0,0,0.002,561.771083,-178.734,-24.0795,-9.027967,-153.32,25.4144,-21.0692,2.063,0,0.012,0.019,3.749,188.692,
24/6/2020 14:03:11,198.758,63.086,561.43793,-22.756,30,-52.7563,-33.748375,0.0387,0,0.0002,0.0003,0.06,0.4076,0,0,0.002,561.43793,-178.301,-23.6455,-8.594019,-152.887,25.4144,-20.6352,2.062,0,0.012,0.019,3.746,188.632,
24/6/2020 14:03:12,197.138,63.14,561.190347,-22.438,30,-52.4382,-33.430257,0.0387,0,0.0002,0.0003,0.0599,0.4076,0,0,0.002,561.190347,-177.979,-23.323,-8.271471,-152.565,25.4144,-20.3127,2.061,0,0.012,0.019,3.744,188.599,
24/6/2020 14:03:13,195.512,63.174,561.028449,-22.23,30,-52.23,-33.222098,0.0387,0,0.0002,0.0003,0.0599,0.4077,0,0,0.002,561.028449,-177.768,-23.1123,-8.060763,-152.354,25.4144,-20.102,2.06,0,0.012,0.019,3.742,188.594,
24/6/2020 14:03:14,193.882,63.19,560.952311,-22.132,30,-52.1321,-33.124165,0.0387,0,0.0002,0.0003,0.0599,0.4079,0,0,0.002,560.952311,-177.67,-23.0136,-7.96214,-152.255,25.4144,-20.0033,2.06,0,0.012,0.019,3.742,188.617,
24/6/2020 14:03:15,192.252,63.187,560.961966,-22.144,30,-52.1445,-33.136586,0.0387,0,0.0002,0.0003,0.0599,0.4081,0,0,0.002,560.961966,-177.682,-23.0272,-7.975735,-152.268,25.4144,-20.0169,2.06,0,0.012,0.019,3.742,188.666,
24/6/2020 14:03:16,190.623,63.164,561.057411,-22.267,30,-52.2672,-33.259343,0.0387,0,0.0002,0.0003,0.0599,0.4084,0,0,0.002,561.057411,-177.807,-23.153,-8.101534,-152.392,25.4144,-20.1427,2.06,0,0.012,0.019,3.743,188.743,
24/6/2020 14:03:17,188.999,63.123,561.238601,-22.5,30,-52.5002,-33.492279,0.0387,0,0.0002,0.0003,0.0599,0.4087,0,0,0.002,561.238601,-178.043,-23.3909,-8.339384,-152.629,25.4144,-20.3806,2.061,0,0.012,0.019,3.744,188.847,
24/6/2020 14:03:18,187.381,63.063,561.505454,-22.843,30,-52.843,-33.835094,0.0387,0,0.0002,0.0003,0.06,0.4091,0,0,0.002,561.505454,-178.39,-23.7405,-8.688978,-152.976,25.4144,-20.7302,2.062,0,0.012,0.019,3.747,188.979,
24/6/2020 14:03:19,185.773,62.984,561.857847,-23.295,30,-53.2952,-34.287346,0.0387,0,0.0002,0.0003,0.06,0.4096,0,0,0.002,561.857847,-178.849,-24.2014,-9.149868,-153.434,25.4144,-21.1911,2.063,0,0.012,0.019,3.75,189.138,
24/6/2020 14:03:20,184.177,62.887,562.295618,-23.856,30,-53.8564,-34.848456,0.0388,0,0.0002,0.0003,0.0601,0.4101,0,0,0.002,562.295618,-179.417,-24.773,-9.721467,-154.003,25.4144,-21.7627,2.065,0,0.012,0.019,3.754,189.325,
24/6/2020 14:03:21,182.595,62.772,562.818569,-24.526,30,-54.5256,-35.517708,0.0388,0,0.0002,0.0003,0.0602,0.4107,0,0,0.002,562.818569,-180.095,-25.4545,-10.403049,-154.681,25.4144,-22.4442,2.067,0,0.012,0.019,3.758,189.538,
24/6/2020 14:03:22,181.03,62.639,563.42646,-25.302,30,-55.3022,-36.294249,0.0388,0,0.0002,0.0003,0.0603,0.4114,0,0,0.002,563.42646,-180.882,-26.2453,-11.193753,-155.467,25.4144,-23.235,2.07,0,0.013,0.019,3.764,189.779,
24/6/2020 14:03:23,179.483,62.489,564.119017,-26.185,30,-56.185,-37.177098,0.0389,0,0.0002,0.0003,0.0604,0.4121,0,0,0.002,564.119017,-181.776,-27.1441,-12.092599,-156.362,25.4144,-24.1338,2.072,0,0.013,0.019,3.77,190.047,
24/6/2020 14:03:24,177.956,62.322,564.895928,-27.173,30,-57.173,-38.165142,0.039,0,0.0002,0.0003,0.0605,0.4129,0,0,0.002,564.895928,-182.777,-28.1499,-13.098442,-157.363,25.4144,-25.1396,2.076,0,0.013,0.019,3.777,190.343,
24/6/2020 14:03:25,176.452,62.139,565.756845,-28.265,30,-58.265,-39.257148,0.039,0,0.0002,0.0003,0.0606,0.4137,0,0,0.002,565.756845,-183.884,-29.2616,-14.210051,-158.469,25.4144,-26.2513,2.079,0,0.013,0.019,3.785,190.665,
24/6/2020 14:03:26,174.971,61.939,566.701382,-29.46,30,-59.4597,-40.451758,0.0391,0,0.0002,0.0003,0.0607,0.4147,0,0,0.002,566.701382,-185.094,-30.4775,-15.42603,-159.679,25.4144,-27.4672,2.083,0,0.013,0.019,3.793,191.013,
24/6/2020 14:03:27,173.515,61.725,567.729123,-30.755,30,-60.7554,-41.747502,0.0392,0,0.0002,0.0003,0.0609,0.4156,0,0,0.002,567.729123,-186.406,-31.7964,-16.744913,-160.992,25.4144,-28.7861,2.087,0,0.013,0.019,3.802,191.389,
24/6/2020 14:03:28,172.086,61.496,568.839615,-32.151,30,-62.1507,-43.142799,0.0393,0,0.0002,0.0003,0.061,0.4167,0,0,0.002,568.839615,-187.82,-33.2166,-18.165101,-162.406,25.4144,-30.2063,2.091,0,0.013,0.019,3.812,191.791,
24/6/2020 14:03:29,170.683,61.252,570.032372,-33.644,30,-63.6439,-44.635961,0.0394,0,0.0002,0.0003,0.0612,0.4178,0,0,0.002,570.032372,-189.333,-34.7364,-19.684871,-163.918,25.4144,-31.7261,2.096,0,0.013,0.019,3.823,192.219,
24/6/2020 14:03:30,169.309,60.995,571.306879,-35.233,30,-65.2331,-46.2252,0.0394,0,0.0002,0.0003,0.0614,0.4189,0,0,0.002,571.306879,-190.943,-36.354,-21.302494,-165.528,25.4144,-33.3437,2.101,0,0.013,0.019,3.834,192.677,
24/6/2020 14:03:31,167.964,60.726,572.662588,-36.917,30,-66.9165,-47.908636,0.0395,0,0.0002,0.0003,0.0616,0.4201,0,0,0.002,572.662588,-192.648,-38.0674,-23.015943,-167.234,25.4144,-35.0571,2.107,0,0.013,0.019,3.846,193.158,
24/6/2020 14:03:32,166.648,60.444,574.098923,-38.692,30,-68.6922,-49.684297,0.0397,0,0.0002,0.0003,0.0618,0.4214,0,0,0.002,574.098923,-194.447,-39.8747,-24.823249,-169.033,25.4144,-36.8644,2.113,0,0.013,0.019,3.859,193.664,
24/6/2020 14:03:33,165.362,60.15,575.615277,-40.558,30,-70.558,-51.550131,0.0398,0,0.0002,0.0003,0.062,0.4227,0,0,0.002,575.615277,-196.338,-41.7739,-26.72238,-170.923,25.4144,-38.7636,2.119,0,0.013,0.02,3.872,194.196,
24/6/2020 14:03:34,164.106,59.846,577.211019,-42.512,30,-72.5119,-53.504008,0.0399,0,0.0002,0.0003,0.0622,0.4241,0,0,0.002,577.211019,-198.317,-43.7627,-28.71117,-172.903,25.4144,-40.7524,2.125,0,0.013,0.02,3.887,194.753,
24/6/2020 14:03:35,162.88,59.531,578.885491,-44.552,30,-74.5516,-55.543729,0.04,0,0.0002,0.0003,0.0625,0.4256,0,0,0.002,578.885491,-200.384,-45.8389,-30.787385,-174.97,25.4144,-42.8286,2.132,0,0.013,0.02,3.902,195.336,
24/6/2020 14:03:36,161.684,59.207,580.63801,-46.675,30,-76.6749,-57.667031,0.0402,0,0.0002,0.0003,0.0627,0.4271,0,0,0.002,580.63801,-202.536,-48.0002,-32.948731,-177.121,25.4144,-44.9899,2.139,0,0.013,0.02,3.917,195.943,
24/6/2020 14:03:37,160.518,58.873,582.467869,-48.879,30,-78.8795,-59.871594,0.0403,0,0.0002,0.0003,0.063,0.4287,0,0,0.002,582.467869,-204.769,-50.2444,-35.192879,-179.355,25.4144,-47.2341,2.147,0,0.013,0.02,3.934,196.576,
24/6/2020 14:03:38,159.383,58.532,584.374339,-51.163,30,-81.1629,-62.155044,0.0404,0,0.0002,0.0003,0.0633,0.4303,0,0,0.002,584.374339,-207.083,-52.5689,-37.517403,-181.669,25.4144,-49.5586,2.154,0,0.013,0.02,3.951,197.232,
24/6/2020 14:03:39,158.276,58.182,586.356671,-53.523,30,-83.5229,-64.514966,0.0406,0,0.0002,0.0003,0.0636,0.432,0,0,0.002,586.356671,-209.475,-54.9714,-39.919879,-184.06,25.4144,-51.9611,2.162,0,0.013,0.02,3.969,197.912,
24/6/2020 14:03:40,157.2,57.825,588.414097,-55.957,30,-85.9568,-66.948905,0.0408,0,0.0002,0.0003,0.0639,0.4337,0,0,0.002,588.414097,-211.941,-57.4493,-42.39782,-186.527,25.4144,-54.439,2.171,0,0.013,0.02,3.987,198.617,
24/6/2020 14:03:41,156.152,57.461,590.545829,-58.462,30,-88.4623,-69.454371,0.0409,0,0.0002,0.0003,0.0642,0.4355,0,0,0.002,590.545829,-214.481,-60.0002,-44.948683,-189.066,25.4144,-56.9899,2.179,0,0.013,0.02,4.007,199.345,
24/6/2020 14:03:42,155.132,57.091,592.751063,-61.037,30,-91.0368,-72.028851,0.0411,0,0.0002,0.0003,0.0645,0.4374,0,0,0.002,592.751063,-217.09,-62.6215,-47.569968,-191.675,25.4144,-59.6112,2.188,0,0.013,0.02,4.027,200.097,
24/6/2020 14:03:43,154.14,56.715,595.028979,-63.678,30,-93.6777,-74.66981,0.0413,0,0.0002,0.0003,0.0648,0.4393,0,0,0.002,595.028979,-219.766,-65.3106,-50.259059,-194.352,25.4144,-62.3003,2.198,0,0.013,0.02,4.047,200.872,
24/6/2020 14:03:44,153.176,56.335,597.378744,-66.383,30,-96.3826,-77.374699,0.0414,0,0.0002,0.0003,0.0652,0.4413,0,0,0.002,597.378744,-222.508,-68.0649,-53.01341,-197.094,25.4144,-65.0546,2.207,0,0.013,0.02,4.069,201.669,
24/6/2020 14:03:45,152.238,55.95,599.799511,-69.149,30,-99.1489,-80.140957,0.0416,0,0.0002,0.0003,0.0655,0.4433,0,0,0.002,599.799511,-225.312,-70.8819,-55.830412,-199.898,25.4144,-67.8716,2.217,0,0.013,0.02,4.091,202.489,
24/6/2020 14:03:46,151.327,55.56,602.29042,-71.974,30,-101.9739,-82.966022,0.0418,0,0.0002,0.0003,0.0659,0.4454,0,0,0.002,602.29042,-228.176,-73.759,-58.707481,-202.761,25.4144,-70.7487,2.227,0,0.013,0.021,4.113,203.331,
24/6/2020 14:03:47,150.441,55.167,604.850602,-74.855,30,-104.8552,-85.847333,0.042,0,0.0002,0.0003,0.0663,0.4475,0,0,0.002,604.850602,-231.097,-76.6935,-61.642004,-205.682,25.4144,-73.6832,2.238,0,0.013,0.021,4.137,204.195,
24/6/2020 14:03:48,149.579,54.77,607.479179,-77.79,30,-107.7902,-88.782334,0.0422,0,0.0002,0.0003,0.0667,0.4497,0,0,0.002,607.479179,-234.072,-79.6829,-64.631422,-208.658,25.4144,-76.6726,2.249,0,0.013,0.021,4.161,205.081,
24/6/2020 14:03:49,148.742,54.371,610.175264,-80.776,30,-110.7764,-91.76848,0.0424,0,0.0002,0.0003,0.0671,0.4519,0,0,0.002,610.175264,-237.099,-82.7246,-67.673144,-211.685,25.4144,-79.7143,2.26,0,0.013,0.021,4.186,205.988,
24/6/2020 14:03:50,147.929,53.969,612.937963,-83.811,30,-113.8111,-94.803242,0.0426,0,0.0002,0.0003,0.0675,0.4542,0,0,0.002,612.937963,-240.176,-85.8161,-70.764593,-214.762,25.4144,-82.8058,2.271,0,0.013,0.021,4.211,206.915,
24/6/2020 14:03:51,147.138,53.566,615.766377,-86.892,30,-116.892,-97.884111,0.0429,0,0.0002,0.0003,0.0679,0.4565,0,0,0.002,615.766377,-243.3,-88.9548,-73.903251,-217.886,25.4144,-85.9445,2.283,0,0.013,0.021,4.237,207.863,
24/6/2020 14:03:52,146.37,53.16,618.659601,-90.017,30,-120.0165,-101.0086,0.0431,0,0.0002,0.0003,0.0683,0.4589,0,0,0.002,618.659601,-246.468,-92.1381,-77.086598,-221.054,25.4144,-89.1278,2.295,0,0.014,0.021,4.264,208.832,
24/6/2020 14:03:53,145.623,52.753,621.616727,-93.182,30,-123.1822,-104.174251,0.0433,0,0.0002,0.0003,0.0688,0.4613,0,0,0.002,621.616727,-249.679,-95.3636,-80.312125,-224.264,25.4143,-92.3533,2.307,0,0.014,0.021,4.292,209.821,
24/6/2020 14:03:54,144.897,52.345,624.636844,-96.387,30,-126.3865,-107.378635,0.0436,0,0.0002,0.0003,0.0692,0.4638,0,0,0.002,624.636844,-252.928,-98.6289,-83.577374,-227.514,25.4143,-95.6186,2.32,0,0.014,0.021,4.32,210.829,
24/6/2020 14:03:55,144.192,51.937,627.719039,-99.627,30,-129.6273,-110.619359,0.0438,0,0.0002,0.0003,0.0697,0.4663,0,0,0.002,627.719039,-256.215,-101.9314,-86.87993,-230.801,25.4143,-98.9211,2.332,0,0.014,0.022,4.349,211.856,
24/6/2020 14:03:56,143.506,51.527,630.8624,-102.902,30,-132.902,-113.894065,0.044,0,0.0002,0.0003,0.0702,0.4689,0,0,0.002,630.8624,-259.536,-105.2689,-90.217426,-234.122,25.4143,-102.2586,2.345,0,0.014,0.022,4.378,212.904,
24/6/2020 14:03:57,142.839,51.118,634.066013,-106.208,30,-136.2083,-117.200437,0.0443,0,0.0002,0.0003,0.0707,0.4715,0,0,0.002,634.066013,-262.89,-108.639,-93.587457,-237.476,25.4143,-105.6287,2.359,0,0.014,0.022,4.408,213.969,
24/6/2020 14:03:58,142.19,50.709,637.328967,-109.544,30,-139.5441,-120.536197,0.0446,0,0.0002,0.0003,0.0712,0.4742,0,0,0.002,637.328967,-266.274,-112.0393,-96.987756,-240.86,25.4143,-109.029,2.372,0,0.014,0.022,4.439,215.052,
24/6/2020 14:03:59,141.56,50.3,640.65035,-112.907,30,-142.907,-123.899115,0.0448,0,0.0002,0.0003,0.0717,0.4769,0,0,0.002,640.65035,-269.685,-115.4676,-100.416052,-244.271,25.4143,-112.4573,2.386,0,0.014,0.022,4.47,216.154,
24/6/2020 14:04:00,140.946,49.891,644.029256,-116.295,30,-146.2949,-127.287007,0.0451,0,0.0002,0.0004,0.0722,0.4797,0,0,0.002,644.029256,-273.123,-118.9216,-103.87013,-247.708,25.4143,-115.9113,2.4,0,0.014,0.022,4.502,217.273,
24/6/2020 14:04:01,140.35,49.484,647.464779,-119.706,30,-149.7056,-130.697734,0.0454,0,0.0002,0.0004,0.0727,0.4825,0,0,0.002,647.464779,-276.583,-122.3993,-107.34782,-251.169,25.4143,-119.389,2.415,0,0.014,0.022,4.535,218.41,
24/6/2020 14:04:02,139.769,49.077,650.956021,-123.137,30,-153.1371,-134.129211,0.0456,0,0.0002,0.0004,0.0732,0.4853,0,0,0.002,650.956021,-280.065,-125.8985,-110.847019,-254.651,25.4143,-122.8882,2.429,0,0.014,0.022,4.568,219.564,
24/6/2020 14:04:03,139.204,48.671,654.502085,-126.587,30,-156.5873,-137.579399,0.0459,0,0.0002,0.0004,0.0738,0.4882,0,0,0.002,654.502085,-283.566,-129.4171,-114.365636,-258.152,25.4143,-126.4068,2.444,0,0.014,0.023,4.602,220.735,
24/6/2020 14:04:04,138.654,48.267,658.102081,-130.054,30,-160.0542,-141.046315,0.0462,0,0.0002,0.0004,0.0744,0.4911,0,0,0.002,658.102081,-287.084,-132.9532,-117.901668,-261.67,25.4143,-129.9429,2.46,0,0.014,0.023,4.637,221.921,
24/6/2020 14:04:05,138.119,47.864,661.755126,-133.536,30,-163.5359,-144.528026,0.0465,0,0.0002,0.0004,0.0749,0.4941,0,0,0.002,661.755126,-290.618,-136.5047,-121.453173,-265.204,25.4143,-133.4944,2.475,0,0.014,0.023,4.672,223.124,
24/6/2020 14:04:06,137.598,47.463,665.460341,-137.031,30,-167.0306,-148.022654,0.0468,0,0.0002,0.0004,0.0755,0.4971,0,0,0.002,665.460341,-294.165,-140.0697,-125.018215,-268.751,25.4143,-137.0594,2.491,0,0.014,0.023,4.708,224.343,
24/6/2020 14:04:07,137.09,47.063,669.216857,-140.536,30,-170.5363,-151.528376,0.0471,0,0.0002,0.0004,0.0761,0.5002,0,0,0.002,669.216857,-297.724,-143.6465,-128.594959,-272.309,25.4143,-140.6362,2.507,0,0.015,0.023,4.744,225.576,
24/6/2020 14:04:08,136.596,46.666,673.023809,-144.051,30,-174.0513,-155.043422,0.0474,0,0.0002,0.0004,0.0767,0.5033,0,0,0.002,673.023809,-301.292,-147.2331,-132.181604,-275.878,25.4143,-144.2228,2.523,0,0.015,0.023,4.781,226.825,
24/6/2020 14:04:09,136.114,46.27,676.880343,-147.574,30,-177.574,-158.566077,0.0477,0,0.0002,0.0004,0.0773,0.5064,0,0,0.002,676.880343,-304.868,-150.8279,-135.77643,-279.454,25.4143,-147.8176,2.539,0,0.015,0.023,4.819,228.089,
24/6/2020 14:04:10,135.645,45.877,680.785612,-151.103,30,-181.1026,-162.094681,0.048,0,0.0002,0.0004,0.0779,0.5096,0,0,0.002,680.785612,-308.451,-154.4292,-139.377716,-283.037,25.4143,-151.4189,2.556,0,0.015,0.024,4.857,229.367,
24/6/2020 14:04:11,135.188,45.485,684.738778,-154.636,30,-184.6355,-165.627629,0.0483,0,0.0002,0.0004,0.0785,0.5128,0,0,0.002,684.738778,-312.038,-158.0354,-142.983867,-286.624,25.4143,-155.0251,2.573,0,0.015,0.024,4.896,230.66,
24/6/2020 14:04:12,134.742,45.097,688.739012,-158.171,30,-188.1713,-169.163371,0.0487,0,0.0002,0.0004,0.0792,0.516,0,0,0.002,688.739012,-315.629,-161.6448,-146.593262,-290.215,25.4143,-158.6345,2.59,0,0.015,0.024,4.935,231.966,
24/6/2020 14:04:13,134.308,44.71,692.785494,-161.708,30,-191.7083,-172.70041,0.049,0,0.0002,0.0004,0.0798,0.5193,0,0,0.002,692.785494,-319.221,-165.2559,-150.204433,-293.807,25.4143,-162.2456,2.608,0,0.015,0.024,4.975,233.286,
24/6/2020 14:04:14,133.884,44.326,696.877414,-165.245,30,-195.2452,-176.237304,0.0493,0,0.0002,0.0004,0.0805,0.5226,0,0,0.002,696.877414,-322.813,-168.8674,-153.815873,-297.399,25.4143,-165.8571,2.625,0,0.015,0.024,5.016,234.618,
24/6/2020 14:04:15,133.471,43.945,701.013972,-168.781,30,-198.7806,-179.772665,0.0497,0,0.0002,0.0004,0.0812,0.526,0,0,0.002,701.013972,-326.405,-172.4777,-157.426202,-300.99,25.4143,-169.4674,2.643,0,0.015,0.024,5.057,235.965,
24/6/2020 14:04:16,133.068,43.566,705.194378,-172.313,30,-202.3131,-183.305156,0.05,0,0.0002,0.0004,0.0818,0.5294,0,0,0.002,705.194378,-329.993,-176.0855,-161.034034,-304.579,25.4143,-173.0752,2.661,0,0.015,0.025,5.099,237.323,
24/6/2020 14:04:17,132.674,43.19,709.417852,-175.841,30,-205.8414,-186.833493,0.0504,0,0.0002,0.0004,0.0825,0.5328,0,0,0.002,709.417852,-333.578,-179.6896,-164.638085,-308.163,25.4143,-176.6793,2.68,0,0.015,0.025,5.142,238.694,
24/6/2020 14:04:18,132.29,42.816,713.683626,-179.364,30,-209.3643,-190.356444,0.0507,0,0.0002,0.0004,0.0832,0.5363,0,0,0.002,713.683626,-337.157,-183.2886,-168.237095,-311.743,25.4143,-180.2783,2.698,0,0.015,0.025,5.185,240.077,
24/6/2020 14:04:19,131.916,42.446,717.99094,-182.881,30,-212.8807,-193.872827,0.0511,0,0.0002,0.0004,0.0839,0.5398,0,0,0.002,717.99094,-340.731,-186.8814,-171.829852,-315.316,25.4143,-183.8711,2.717,0,0.016,0.025,5.229,241.472,
24/6/2020 14:04:20,131.55,42.078,722.339046,-186.389,30,-216.3894,-197.381509,0.0514,0,0.0002,0.0004,0.0847,0.5433,0,0,0.002,722.339046,-344.296,-190.4667,-175.415209,-318.882,25.4143,-187.4564,2.736,0,0.016,0.025,5.273,242.878,
24/6/2020 14:04:21,131.193,41.713,726.727209,-189.889,30,-219.8893,-200.881406,0.0518,0,0.0002,0.0004,0.0854,0.5469,0,0,0.002,726.727209,-347.853,-194.0436,-178.992058,-322.439,25.4143,-191.0333,2.756,0,0.016,0.025,5.318,244.295,
24/6/2020 14:04:22,130.844,41.351,731.154701,-193.379,30,-223.3794,-204.371484,0.0522,0,0.0003,0.0004,0.0861,0.5504,0,0,0.002,731.154701,-351.401,-197.6108,-182.55935,-325.987,25.4143,-194.6005,2.775,0,0.016,0.026,5.363,245.723,
24/6/2020 14:04:23,130.503,40.992,735.620808,-196.859,30,-226.8587,-207.850752,0.0525,0,0.0003,0.0004,0.0869,0.5541,0,0,0.002,735.620808,-354.938,-201.1676,-186.11608,-329.524,25.4143,-198.1573,2.795,0,0.016,0.026,5.409,247.162,
24/6/2020 14:04:24,130.17,40.636,740.124826,-200.326,30,-230.3262,-211.318268,0.0529,0,0.0003,0.0004,0.0876,0.5577,0,0,0.002,740.124826,-358.463,-204.7128,-189.661284,-333.049,25.4143,-201.7025,2.815,0,0.016,0.026,5.456,248.611,
24/6/2020 14:04:25,129.844,40.283,744.666062,-203.781,30,-233.781,-214.773132,0.0533,0,0.0003,0.0004,0.0884,0.5614,0,0,0.002,744.666062,-361.976,-208.2456,-193.194055,-336.562,25.4143,-205.2353,2.835,0,0.016,0.026,5.503,250.071,
24/6/2020 14:04:26,129.526,39.933,749.243834,-207.222,30,-237.2224,-218.214489,0.0537,0,0.0003,0.0004,0.0892,0.5651,0,0,0.002,749.243834,-365.475,-211.765,-196.713497,-340.061,25.4143,-208.7547,2.856,0,0.016,0.026,5.551,251.54,
24/6/2020 14:04:27,129.215,39.586,753.857473,-210.649,30,-240.6494,-221.641526,0.0541,0,0.0003,0.0004,0.09,0.5688,0,0,0.003,753.857473,-368.961,-215.2703,-200.218786,-343.546,25.4143,-212.26,2.876,0,0.016,0.027,5.6,253.018,
24/6/2020 14:04:28,128.911,39.242,758.506318,-214.061,30,-244.0614,-225.053471,0.0545,0,0.0003,0.0004,0.0908,0.5726,0,0,0.003,758.506318,-372.431,-218.7607,-203.709154,-347.017,25.4143,-215.7504,2.897,0,0.016,0.027,5.649,254.506,
24/6/2020 14:04:29,128.613,38.901,763.189721,-217.457,30,-247.4575,-228.449593,0.0549,0,0.0003,0.0004,0.0916,0.5764,0,0,0.003,763.189721,-375.886,-222.2353,-207.183832,-350.471,25.4143,-219.225,2.918,0,0.016,0.027,5.698,256.003,
24/6/2020 14:04:30,128.322,38.563,767.907044,-220.837,30,-250.8371,-231.829198,0.0553,0,0.0003,0.0004,0.0924,0.5802,0,0,0.003,767.907044,-379.324,-225.6936,-210.642122,-353.91,25.4143,-222.6833,2.94,0,0.017,0.027,5.749,257.509,
24/6/2020 14:04:31,128.038,38.228,772.657662,-224.2,30,-254.1995,-235.191633,0.0557,0,0.0003,0.0004,0.0932,0.5841,0,0,0.003,772.657662,-382.745,-229.1349,-214.083354,-357.331,25.4143,-226.1246,2.961,0,0.017,0.027,5.8,259.023,
24/6/2020 14:04:32,127.759,37.896,777.440958,-227.544,30,-257.5442,-238.536278,0.0561,0,0.0003,0.0004,0.094,0.5879,0,0,0.003,777.440958,-386.148,-232.5584,-217.506901,-360.734,25.4143,-229.5481,2.983,0,0.017,0.028,5.851,260.545,
24/6/2020 14:04:33,127.486,37.567,782.256329,-230.87,30,-260.8705,-241.86255,0.0565,0,0.0003,0.0004,0.0949,0.5918,0,0,0.003,782.256329,-389.533,-235.9637,-220.912168,-364.119,25.4143,-232.9534,3.005,0,0.017,0.028,5.903,262.077,
24/6/2020 14:04:34,127.22,37.241,787.103179,-234.178,30,-264.1778,-245.169902,0.0569,0,0.0003,0.0004,0.0957,0.5958,0,0,0.003,787.103179,-392.9,-239.3501,-224.298568,-367.485,25.4143,-236.3398,3.027,0,0.017,0.028,5.956,263.614,
24/6/2020 14:04:35,126.958,36.918,791.980927,-237.466,30,-267.4657,-248.457818,0.0573,0,0.0003,0.0004,0.0966,0.5997,0,0,0.003,791.980927,-396.246,-242.7171,-227.665592,-370.832,25.4143,-239.7068,3.05,0,0.017,0.028,6.009,265.16,
24/6/2020 14:04:36,126.702,36.598,796.888999,-240.734,30,-270.7337,-251.725815,0.0578,0,0.0003,0.0005,0.0975,0.6037,0,0,0.003,796.888999,-399.573,-246.0643,-231.012767,-374.159,25.4143,-243.054,3.072,0,0.017,0.028,6.063,266.714,
24/6/2020 14:04:37,126.452,36.281,801.826832,-243.981,30,-273.9813,-254.973442,0.0582,0,0.0003,0.0005,0.0984,0.6077,0,0,0.003,801.826832,-402.88,-249.3911,-234.339579,-377.466,25.4143,-246.3808,3.095,0,0.017,0.029,6.117,268.274,
